tag	DUMB42
seq_7758	0.96595
seq_7759	0.94978
seq_7760	0.30346
seq_7761	0.80711
seq_7762	0.95609
seq_7763	0.85145
seq_7764	0.75683
seq_7765	0.09151
seq_7766	0.87857
seq_7767	0.67534
seq_7768	0.48152
seq_7769	0.75546
seq_7770	0.57000
seq_7771	0.05653
seq_7772	0.08948
seq_7773	0.84628
seq_7774	0.18308
seq_7775	0.94312
seq_7776	0.39159
seq_7777	0.51773
seq_7778	0.24846
seq_7779	0.37980
seq_7780	0.36333
seq_7781	0.98896
seq_7782	0.13077
seq_7783	0.52709
seq_7784	0.30198
seq_7785	0.30908
seq_7786	0.10274
seq_7787	0.90763
seq_7788	0.35539
seq_7789	0.05584
seq_7790	0.26906
seq_7791	0.17995
seq_7792	0.75020
seq_7793	0.70629
seq_7794	0.73577
seq_7795	0.01159
seq_7796	0.53450
seq_7797	0.22774
seq_7798	0.45761
seq_7799	0.40734
seq_7800	0.43225
seq_7801	0.48047
seq_7802	0.67626
seq_7803	0.16416
seq_7804	0.69606
seq_7805	0.65369
seq_7806	0.20999
seq_7807	0.58077
seq_7808	0.83969
seq_7809	0.02346
seq_7810	0.76009
seq_7811	0.71819
seq_7812	0.35591
seq_7813	0.41315
seq_7814	0.74293
seq_7815	0.65061
seq_7816	0.15136
seq_7817	0.85983
seq_7818	0.64756
seq_7819	0.88169
seq_7820	0.77411
seq_7821	0.68503
seq_7822	0.54703
seq_7823	0.24019
seq_7824	0.11148
seq_7825	0.52422
seq_7826	0.08241
seq_7827	0.02293
seq_7828	0.86745
seq_7829	0.97948
seq_7830	0.05397
seq_7831	0.95868
seq_7832	0.56318
seq_7833	0.53961
seq_7834	0.14734
seq_7835	0.88865
seq_7836	0.77577
seq_7837	0.14374
seq_7838	0.73339
seq_7839	0.02877
seq_7840	0.20211
seq_7841	0.56749
seq_7842	0.46352
seq_7843	0.55012
seq_7844	0.88448
seq_7845	0.72306
seq_7846	0.83176
seq_7847	0.59286
seq_7848	0.90756
seq_7849	0.99383
seq_7850	0.82340
seq_7851	0.44826
seq_7852	0.38105
seq_7853	0.67610
seq_7854	0.55718
seq_7855	0.84461
seq_7856	0.96336
seq_7857	0.40676
seq_7858	0.82793
seq_7859	0.74772
seq_7860	0.51337
seq_7861	0.88465
seq_7862	0.05053
seq_7863	0.84288
seq_7864	0.72860
seq_7865	0.10122
seq_7866	0.15344
seq_7867	0.47555
seq_7868	0.17142
seq_7869	0.76473
seq_7870	0.34628
seq_7871	0.51796
seq_7872	0.14480
seq_7873	0.41408
seq_7874	0.82072
seq_7875	0.28247
seq_7876	0.86251
seq_7877	0.01486
seq_7878	0.70145
seq_7879	0.97312
seq_7880	0.38690
seq_7881	0.43039
seq_7882	0.71266
seq_7883	0.76179
seq_7884	0.06963
seq_7885	0.99529
seq_7886	0.56556
seq_7887	0.88857
seq_7888	0.68019
seq_7889	0.08869
seq_7890	0.18378
seq_7891	0.41385
seq_7892	0.10394
seq_7893	0.83373
seq_7894	0.40815
seq_7895	0.60363
seq_7896	0.56424
seq_7897	0.38789
seq_7898	0.23881
seq_7899	0.26479
seq_7900	0.45771
seq_7901	0.17660
seq_7902	0.15650
seq_7903	0.73618
seq_7904	0.87968
seq_7905	0.75709
seq_7906	0.93569
seq_7907	0.53973
seq_7908	0.14386
seq_7909	0.63772
seq_7910	0.68500
seq_7911	0.97559
seq_7912	0.84794
seq_7913	0.04022
seq_7914	0.87781
seq_7915	0.01065
seq_7916	0.66490
seq_7917	0.08127
seq_7918	0.51504
seq_7919	0.96349
seq_7920	0.44234
seq_7921	0.47798
seq_7922	0.06535
seq_7923	0.92090
seq_7924	0.69303
seq_7925	0.72098
seq_7926	0.26107
seq_7927	0.46566
seq_7928	0.49404
seq_7929	0.85267
seq_7930	0.28335
seq_7931	0.22350
seq_7932	0.90292
seq_7933	0.99317
seq_7934	0.09684
seq_7935	0.77706
seq_7936	0.61215
seq_7937	0.62197
seq_7938	0.00107
seq_7939	0.55443
seq_7940	0.10853
seq_7941	0.15398
seq_7942	0.35854
seq_7943	0.42397
seq_7944	0.35234
seq_7945	0.26177
seq_7946	0.30310
seq_7947	0.93430
seq_7948	0.26492
seq_7949	0.29162
seq_7950	0.39011
seq_7951	0.65180
seq_7952	0.89860
seq_7953	0.48391
seq_7954	0.90122
seq_7955	0.30430
seq_7956	0.19135
seq_7957	0.70190
seq_7958	0.93911
seq_7959	0.22481
seq_7960	0.29529
seq_7961	0.53294
seq_7962	0.84519
seq_7963	0.20767
seq_7964	0.22000
seq_7965	0.98156
seq_7966	0.02582
seq_7967	0.20612
seq_7968	0.46818
seq_7969	0.56585
seq_7970	0.60714
seq_7971	0.90938
seq_7972	0.78095
seq_7973	0.14787
seq_7974	0.38453
seq_7975	0.03816
seq_7976	0.83618
seq_7977	0.89320
seq_7978	0.14458
seq_7979	0.38964
seq_7980	0.90629
seq_7981	0.21854
seq_7982	0.49349
seq_7983	0.41770
seq_7984	0.01277
seq_7985	0.81375
seq_7986	0.31048
seq_7987	0.50241
seq_7988	0.32487
seq_7989	0.19664
seq_7990	0.46425
seq_7991	0.58264
seq_7992	0.35051
seq_7993	0.90401
seq_7994	0.28790
seq_7995	0.62425
seq_7996	0.89068
seq_7997	0.85056
seq_7998	0.37606
seq_7999	0.54427
seq_8000	0.73844
seq_8001	0.89272
seq_8002	0.84512
seq_8003	0.89700
seq_8004	0.54157
seq_8005	0.69439
seq_8006	0.52331
seq_8007	0.84912
seq_8008	0.18712
seq_8009	0.96089
seq_8010	0.60658
seq_8011	0.50546
seq_8012	0.49765
seq_8013	0.67730
seq_8014	0.55491
seq_8015	0.18922
seq_8016	0.80841
seq_8017	0.07511
seq_8018	0.21214
seq_8019	0.59631
seq_8020	0.11302
seq_8021	0.22305
seq_8022	0.67402
seq_8023	0.44870
seq_8024	0.30860
seq_8025	0.42353
seq_8026	0.32363
seq_8027	0.13732
seq_8028	0.38597
seq_8029	0.60072
seq_8030	0.87621
seq_8031	0.54190
seq_8032	0.05053
seq_8033	0.90117
seq_8034	0.03118
seq_8035	0.76548
seq_8036	0.20154
seq_8037	0.42212
seq_8038	0.27715
seq_8039	0.73182
seq_8040	0.52181
seq_8041	0.14674
seq_8042	0.24424
seq_8043	0.96293
seq_8044	0.89775
seq_8045	0.64732
seq_8046	0.66465
seq_8047	0.46530
seq_8048	0.04313
seq_8049	0.36928
seq_8050	0.07164
seq_8051	0.20256
seq_8052	0.41345
seq_8053	0.13416
seq_8054	0.16898
seq_8055	0.24181
seq_8056	0.34711
seq_8057	0.00341
seq_8058	0.50222
seq_8059	0.50490
seq_8060	0.03150
seq_8061	0.48225
seq_8062	0.40546
seq_8063	0.34589
seq_8064	0.41031
seq_8065	0.34791
seq_8066	0.06052
seq_8067	0.42192
seq_8068	0.31092
seq_8069	0.43889
seq_8070	0.92991
seq_8071	0.61328
seq_8072	0.07172
seq_8073	0.62765
seq_8074	0.41192
seq_8075	0.17969
seq_8076	0.85048
seq_8077	0.81579
seq_8078	0.07599
seq_8079	0.59214
seq_8080	0.18173
seq_8081	0.66975
seq_8082	0.34611
seq_8083	0.28035
seq_8084	0.33501
seq_8085	0.46569
seq_8086	0.54249
seq_8087	0.71982
seq_8088	0.16497
seq_8089	0.34041
seq_8090	0.23199
seq_8091	0.14379
seq_8092	0.00386
seq_8093	0.81650
seq_8094	0.84424
seq_8095	0.50076
seq_8096	0.52421
seq_8097	0.00248
seq_8098	0.64293
seq_8099	0.35877
seq_8100	0.13288
seq_8101	0.38409
seq_8102	0.06580
seq_8103	0.47475
seq_8104	0.43418
seq_8105	0.17565
seq_8106	0.21850
seq_8107	0.83662
seq_8108	0.75561
seq_8109	0.91102
seq_8110	0.35300
seq_8111	0.59392
seq_8112	0.80045
seq_8113	0.96704
seq_8114	0.99177
seq_8115	0.98408
seq_8116	0.17187
seq_8117	0.29613
seq_8118	0.43275
seq_8119	0.84663
seq_8120	0.67388
seq_8121	0.76186
seq_8122	0.25465
seq_8123	0.07661
seq_8124	0.50732
seq_8125	0.25938
seq_8126	0.95901
seq_8127	0.54677
seq_8128	0.85608
seq_8129	0.30115
seq_8130	0.95806
seq_8131	0.75383
seq_8132	0.52139
seq_8133	0.68602
seq_8134	0.74183
seq_8135	0.62304
seq_8136	0.37559
seq_8137	0.28975
seq_8138	0.25146
seq_8139	0.73765
seq_8140	0.84026
seq_8141	0.78226
seq_8142	0.33282
seq_8143	0.77266
seq_8144	0.49479
seq_8145	0.76296
seq_8146	0.08237
seq_8147	0.58851
seq_8148	0.13271
seq_8149	0.62349
seq_8150	0.89691
seq_8151	0.29989
seq_8152	0.58179
seq_8153	0.98519
seq_8154	0.96560
seq_8155	0.23827
seq_8156	0.68534
seq_8157	0.32305
seq_8158	0.99199
seq_8159	0.29460
seq_8160	0.66988
seq_8161	0.66219
seq_8162	0.59821
seq_8163	0.55904
seq_8164	0.46356
seq_8165	0.06348
seq_8166	0.66615
seq_8167	0.52913
seq_8168	0.16272
seq_8169	0.05676
seq_8170	0.75154
seq_8171	0.99689
seq_8172	0.57197
seq_8173	0.71869
seq_8174	0.09704
seq_8175	0.17287
seq_8176	0.92712
seq_8177	0.10451
seq_8178	0.09122
seq_8179	0.61490
seq_8180	0.53056
seq_8181	0.20645
seq_8182	0.09283
seq_8183	0.11860
seq_8184	0.78373
seq_8185	0.78651
seq_8186	0.12037
seq_8187	0.41326
seq_8188	0.29415
seq_8189	0.85129
seq_8190	0.89350
seq_8191	0.20781
seq_8192	0.13324
seq_8193	0.61058
seq_8194	0.46970
seq_8195	0.02275
seq_8196	0.99779
seq_8197	0.42325
seq_8198	0.60847
seq_8199	0.83147
seq_8200	0.58881
seq_8201	0.56574
seq_8202	0.37875
seq_8203	0.80444
seq_8204	0.72215
seq_8205	0.33927
seq_8206	0.52032
seq_8207	0.15244
seq_8208	0.42884
seq_8209	0.03293
seq_8210	0.05624
seq_8211	0.68135
seq_8212	0.85189
seq_8213	0.89352
seq_8214	0.41771
seq_8215	0.04071
seq_8216	0.01050
seq_8217	0.39256
seq_8218	0.83248
seq_8219	0.61521
seq_8220	0.10664
seq_8221	0.45640
seq_8222	0.53518
seq_8223	0.49140
seq_8224	0.22462
seq_8225	0.25941
seq_8226	0.51025
seq_8227	0.78987
seq_8228	0.25964
seq_8229	0.71332
seq_8230	0.27479
seq_8231	0.01976
seq_8232	0.88837
seq_8233	0.35551
seq_8234	0.78697
seq_8235	0.08822
seq_8236	0.71353
seq_8237	0.56837
seq_8238	0.62572
seq_8239	0.93637
seq_8240	0.07021
seq_8241	0.05634
seq_8242	0.05631
seq_8243	0.99114
seq_8244	0.83987
seq_8245	0.81707
seq_8246	0.23307
seq_8247	0.74502
seq_8248	0.50527
seq_8249	0.62186
seq_8250	0.27892
seq_8251	0.69492
seq_8252	0.04343
seq_8253	0.79373
seq_8254	0.79226
seq_8255	0.12350
seq_8256	0.16936
seq_8257	0.28342
seq_8258	0.78894
seq_8259	0.15449
seq_8260	0.87752
seq_8261	0.16575
seq_8262	0.63640
seq_8263	0.61016
seq_8264	0.82839
seq_8265	0.84286
seq_8266	0.55985
seq_8267	0.23413
seq_8268	0.24123
seq_8269	0.08377
seq_8270	0.10084
seq_8271	0.55108
seq_8272	0.94669
seq_8273	0.80239
seq_8274	0.98237
seq_8275	0.36649
seq_8276	0.05621
seq_8277	0.46605
seq_8278	0.07052
seq_8279	0.11818
seq_8280	0.47508
seq_8281	0.09942
seq_8282	0.56643
seq_8283	0.39224
seq_8284	0.03612
seq_8285	0.05561
seq_8286	0.75239
seq_8287	0.74040
seq_8288	0.17718
seq_8289	0.82582
seq_8290	0.39319
seq_8291	0.12623
seq_8292	0.73908
seq_8293	0.42329
seq_8294	0.17101
seq_8295	0.25686
seq_8296	0.47443
seq_8297	0.75042
seq_8298	0.60640
seq_8299	0.73281
seq_8300	0.94402
seq_8301	0.88504
seq_8302	0.35736
seq_8303	0.16268
seq_8304	0.82706
seq_8305	0.09550
seq_8306	0.62129
seq_8307	0.96938
seq_8308	0.75446
seq_8309	0.96162
seq_8310	0.43266
seq_8311	0.27020
seq_8312	0.78281
seq_8313	0.60360
seq_8314	0.05358
seq_8315	0.16256
seq_8316	0.59521
seq_8317	0.42211
seq_8318	0.85209
seq_8319	0.68484
seq_8320	0.56139
seq_8321	0.54548
seq_8322	0.99073
seq_8323	0.32463
seq_8324	0.47427
seq_8325	0.57490
seq_8326	0.36376
seq_8327	0.56687
seq_8328	0.75862
seq_8329	0.65081
seq_8330	0.46867
seq_8331	0.87520
seq_8332	0.19312
seq_8333	0.44963
seq_8334	0.28503
seq_8335	0.07249
seq_8336	0.10252
seq_8337	0.97652
seq_8338	0.51295
seq_8339	0.95817
seq_8340	0.41970
seq_8341	0.33015
seq_8342	0.42759
seq_8343	0.47037
seq_8344	0.94684
seq_8345	0.14914
seq_8346	0.27673
seq_8347	0.18697
seq_8348	0.30576
seq_8349	0.61348
seq_8350	0.27512
seq_8351	0.46641
seq_8352	0.49380
seq_8353	0.34452
seq_8354	0.67539
seq_8355	0.69288
seq_8356	0.93379
seq_8357	0.16016
seq_8358	0.90317
seq_8359	0.39217
seq_8360	0.92492
seq_8361	0.83487
seq_8362	0.51986
seq_8363	0.87997
seq_8364	0.37738
seq_8365	0.64064
seq_8366	0.90824
seq_8367	0.41454
seq_8368	0.78003
seq_8369	0.58088
seq_8370	0.81372
seq_8371	0.55717
seq_8372	0.76206
seq_8373	0.45867
seq_8374	0.10548
seq_8375	0.95546
seq_8376	0.81649
seq_8377	0.85604
seq_8378	0.91701
seq_8379	0.06778
seq_8380	0.56846
seq_8381	0.41095
seq_8382	0.66134
seq_8383	0.69007
seq_8384	0.49579
seq_8385	0.56588
seq_8386	0.84257
seq_8387	0.17078
seq_8388	0.89234
seq_8389	0.60624
seq_8390	0.00617
seq_8391	0.92982
seq_8392	0.92958
seq_8393	0.86627
seq_8394	0.80279
seq_8395	0.44656
seq_8396	0.50715
seq_8397	0.76205
seq_8398	0.59206
seq_8399	0.37889
seq_8400	0.50431
seq_8401	0.77086
seq_8402	0.84097
seq_8403	0.21250
seq_8404	0.54043
seq_8405	0.71362
seq_8406	0.39973
seq_8407	0.49669
seq_8408	0.28490
seq_8409	0.91843
seq_8410	0.86450
seq_8411	0.90691
seq_8412	0.99294
seq_8413	0.18107
seq_8414	0.48462
seq_8415	0.13657
seq_8416	0.27315
seq_8417	0.02754
seq_8418	0.95257
seq_8419	0.34170
seq_8420	0.51632
seq_8421	0.08969
seq_8422	0.33223
seq_8423	0.34043
seq_8424	0.35718
seq_8425	0.50408
seq_8426	0.87247
seq_8427	0.88192
seq_8428	0.30751
seq_8429	0.13838
seq_8430	0.27331
seq_8431	0.42232
seq_8432	0.28673
seq_8433	0.94822
seq_8434	0.93890
seq_8435	0.11689
seq_8436	0.36620
seq_8437	0.74495
seq_8438	0.17317
seq_8439	0.76798
seq_8440	0.19705
seq_8441	0.42126
seq_8442	0.50447
seq_8443	0.40568
seq_8444	0.78985
seq_8445	0.87532
seq_8446	0.21466
seq_8447	0.45638
seq_8448	0.18705
seq_8449	0.67546
seq_8450	0.65381
seq_8451	0.13990
seq_8452	0.36578
seq_8453	0.66163
seq_8454	0.23204
seq_8455	0.37874
seq_8456	0.01592
seq_8457	0.95627
seq_8458	0.45493
seq_8459	0.66677
seq_8460	0.13826
seq_8461	0.08838
seq_8462	0.40326
seq_8463	0.82409
seq_8464	0.28315
seq_8465	0.98296
seq_8466	0.13737
seq_8467	0.52592
seq_8468	0.87302
seq_8469	0.32610
seq_8470	0.24555
seq_8471	0.39186
seq_8472	0.21422
seq_8473	0.56723
seq_8474	0.58482
seq_8475	0.84954
seq_8476	0.57551
seq_8477	0.96955
seq_8478	0.18490
seq_8479	0.72218
seq_8480	0.15685
seq_8481	0.41875
seq_8482	0.05147
seq_8483	0.71795
seq_8484	0.59400
seq_8485	0.07585
seq_8486	0.73566
seq_8487	0.21336
seq_8488	0.18567
seq_8489	0.69137
seq_8490	0.33625
seq_8491	0.47001
seq_8492	0.59514
seq_8493	0.42953
seq_8494	0.48293
seq_8495	0.29029
seq_8496	0.27350
seq_8497	0.49253
seq_8498	0.69385
seq_8499	0.74973
seq_8500	0.05872
seq_8501	0.49331
seq_8502	0.57561
seq_8503	0.77063
seq_8504	0.36479
seq_8505	0.77043
seq_8506	0.02276
seq_8507	0.10917
seq_8508	0.84129
seq_8509	0.20713
seq_8510	0.59925
seq_8511	0.38085
seq_8512	0.54910
seq_8513	0.10194
seq_8514	0.73678
seq_8515	0.95038
seq_8516	0.33652
seq_8517	0.11723
seq_8518	0.75809
seq_8519	0.58215
seq_8520	0.98461
seq_8521	0.25706
seq_8522	0.31649
seq_8523	0.98059
seq_8524	0.76823
seq_8525	0.47090
seq_8526	0.15968
seq_8527	0.41512
seq_8528	0.29902
seq_8529	0.76513
seq_8530	0.24481
seq_8531	0.68259
seq_8532	0.55773
seq_8533	0.74203
seq_8534	0.29775
seq_8535	0.78752
seq_8536	0.27930
seq_8537	0.66110
seq_8538	0.12153
seq_8539	0.94005
seq_8540	0.79639
seq_8541	0.48566
seq_8542	0.05732
seq_8543	0.31725
seq_8544	0.09002
seq_8545	0.18775
seq_8546	0.36009
seq_8547	0.45456
seq_8548	0.96500
seq_8549	0.69474
seq_8550	0.72340
seq_8551	0.13883
seq_8552	0.41351
seq_8553	0.06598
seq_8554	0.12448
seq_8555	0.01767
seq_8556	0.78263
seq_8557	0.28771
seq_8558	0.23192
seq_8559	0.24570
seq_8560	0.02373
seq_8561	0.38592
seq_8562	0.38935
seq_8563	0.50801
seq_8564	0.50922
seq_8565	0.46872
seq_8566	0.81431
seq_8567	0.50450
seq_8568	0.25791
seq_8569	0.19157
seq_8570	0.93960
seq_8571	0.57432
seq_8572	0.01574
seq_8573	0.48719
seq_8574	0.45151
seq_8575	0.49734
seq_8576	0.46005
seq_8577	0.19528
seq_8578	0.79486
seq_8579	0.94244
seq_8580	0.35375
seq_8581	0.31987
seq_8582	0.46419
seq_8583	0.21807
seq_8584	0.83787
seq_8585	0.84728
seq_8586	0.68977
seq_8587	0.78050
seq_8588	0.85769
seq_8589	0.74126
seq_8590	0.98846
seq_8591	0.00308
seq_8592	0.75122
seq_8593	0.09493
seq_8594	0.46123
seq_8595	0.41086
seq_8596	0.72650
seq_8597	0.39466
seq_8598	0.62787
seq_8599	0.91037
seq_8600	0.21084
seq_8601	0.32284
seq_8602	0.95274
seq_8603	0.63758
seq_8604	0.16138
seq_8605	0.43809
seq_8606	0.47353
seq_8607	0.16982
seq_8608	0.51074
seq_8609	0.90229
seq_8610	0.52643
seq_8611	0.28232
seq_8612	0.19153
seq_8613	0.48414
seq_8614	0.36066
seq_8615	0.83781
seq_8616	0.96810
seq_8617	0.01157
seq_8618	0.37917
seq_8619	0.90212
seq_8620	0.39822
seq_8621	0.79533
seq_8622	0.07547
seq_8623	0.95559
seq_8624	0.72598
seq_8625	0.39970
seq_8626	0.63794
seq_8627	0.90415
seq_8628	0.19889
seq_8629	0.93207
seq_8630	0.63041
seq_8631	0.41085
seq_8632	0.95155
seq_8633	0.11476
seq_8634	0.31381
seq_8635	0.13881
seq_8636	0.78147
seq_8637	0.30908
seq_8638	0.90045
seq_8639	0.24840
seq_8640	0.37056
seq_8641	0.47510
seq_8642	0.72386
seq_8643	0.63529
seq_8644	0.98746
seq_8645	0.94060
seq_8646	0.13156
seq_8647	0.84763
seq_8648	0.82584
seq_8649	0.53170
seq_8650	0.88017
seq_8651	0.78749
seq_8652	0.92327
seq_8653	0.84387
seq_8654	0.48176
seq_8655	0.80556
seq_8656	0.21628
seq_8657	0.11002
seq_8658	0.17664
seq_8659	0.77598
seq_8660	0.30029
seq_8661	0.67289
seq_8662	0.24996
seq_8663	0.43901
seq_8664	0.92434
seq_8665	0.57073
seq_8666	0.27348
seq_8667	0.06695
seq_8668	0.25486
seq_8669	0.14339
seq_8670	0.59084
seq_8671	0.61952
seq_8672	0.36087
seq_8673	0.49565
seq_8674	0.94297
seq_8675	0.59855
seq_8676	0.99538
seq_8677	0.15917
seq_8678	0.46391
seq_8679	0.31671
seq_8680	0.49389
seq_8681	0.45337
seq_8682	0.44818
seq_8683	0.92400
seq_8684	0.42495
seq_8685	0.79281
seq_8686	0.45167
seq_8687	0.08151
seq_8688	0.06383
seq_8689	0.65457
seq_8690	0.75303
seq_8691	0.12812
seq_8692	0.19354
seq_8693	0.95246
seq_8694	0.83267
seq_8695	0.01531
seq_8696	0.68194
seq_8697	0.47949
seq_8698	0.21595
seq_8699	0.38312
seq_8700	0.13268
seq_8701	0.77294
seq_8702	0.58027
seq_8703	0.19157
seq_8704	0.98445
seq_8705	0.09992
seq_8706	0.69903
seq_8707	0.06769
seq_8708	0.35366
seq_8709	0.93625
seq_8710	0.19901
seq_8711	0.35415
seq_8712	0.12603
seq_8713	0.21329
seq_8714	0.87904
seq_8715	0.67142
seq_8716	0.94966
seq_8717	0.95495
seq_8718	0.86700
seq_8719	0.24352
seq_8720	0.24833
seq_8721	0.60682
seq_8722	0.63499
seq_8723	0.77767
seq_8724	0.20004
seq_8725	0.02020
seq_8726	0.93407
seq_8727	0.40111
seq_8728	0.08908
seq_8729	0.42378
seq_8730	0.64907
seq_8731	0.14285
seq_8732	0.41826
seq_8733	0.70990
seq_8734	0.74296
seq_8735	0.71877
seq_8736	0.14675
seq_8737	0.95620
seq_8738	0.02491
seq_8739	0.96483
seq_8740	0.20070
seq_8741	0.97568
seq_8742	0.68241
seq_8743	0.21168
seq_8744	0.41523
seq_8745	0.97675
seq_8746	0.11847
seq_8747	0.51756
seq_8748	0.93764
seq_8749	0.19904
seq_8750	0.57351
seq_8751	0.40106
seq_8752	0.81862
seq_8753	0.37187
seq_8754	0.34384
seq_8755	0.34108
seq_8756	0.94881
seq_8757	0.31252
seq_8758	0.64427
seq_8759	0.75001
seq_8760	0.59147
seq_8761	0.94306
seq_8762	0.16813
seq_8763	0.97686
seq_8764	0.96542
seq_8765	0.35329
seq_8766	0.74547
seq_8767	0.69840
seq_8768	0.12433
seq_8769	0.82753
seq_8770	0.85664
seq_8771	0.37684
seq_8772	0.30384
seq_8773	0.25692
seq_8774	0.10254
seq_8775	0.50455
seq_8776	0.20969
seq_8777	0.65781
seq_8778	0.19762
seq_8779	0.97725
seq_8780	0.13243
seq_8781	0.68557
seq_8782	0.21100
seq_8783	0.75875
seq_8784	0.40104
seq_8785	0.23514
seq_8786	0.67538
seq_8787	0.53995
seq_8788	0.99440
seq_8789	0.29791
seq_8790	0.95182
seq_8791	0.61325
seq_8792	0.93382
seq_8793	0.79886
seq_8794	0.03518
seq_8795	0.85730
seq_8796	0.78469
seq_8797	0.21747
seq_8798	0.91848
seq_8799	0.38327
seq_8800	0.46012
seq_8801	0.93604
seq_8802	0.03312
seq_8803	0.52313
seq_8804	0.05015
seq_8805	0.02254
seq_8806	0.22544
seq_8807	0.35610
seq_8808	0.80354
seq_8809	0.04838
seq_8810	0.61816
seq_8811	0.08969
seq_8812	0.78434
seq_8813	0.20871
seq_8814	0.24974
seq_8815	0.62167
seq_8816	0.26452
seq_8817	0.71293
seq_8818	0.68533
seq_8819	0.66617
seq_8820	0.86506
seq_8821	0.98586
seq_8822	0.54546
seq_8823	0.20512
seq_8824	0.09341
seq_8825	0.31754
seq_8826	0.96187
seq_8827	0.71632
seq_8828	0.98632
seq_8829	0.71501
seq_8830	0.07475
seq_8831	0.40078
seq_8832	0.00947
seq_8833	0.05951
seq_8834	0.15975
seq_8835	0.52833
seq_8836	0.88927
seq_8837	0.44958
seq_8838	0.16620
seq_8839	0.27493
seq_8840	0.83472
seq_8841	0.93441
seq_8842	0.51025
seq_8843	0.70153
seq_8844	0.68744
seq_8845	0.22523
seq_8846	0.55740
seq_8847	0.74308
seq_8848	0.20425
seq_8849	0.64243
seq_8850	0.41491
seq_8851	0.16238
seq_8852	0.38440
seq_8853	0.98532
seq_8854	0.38859
seq_8855	0.41071
seq_8856	0.22157
seq_8857	0.35152
seq_8858	0.32840
seq_8859	0.49747
seq_8860	0.75437
seq_8861	0.92418
seq_8862	0.05487
seq_8863	0.03620
seq_8864	0.63994
seq_8865	0.09521
seq_8866	0.89883
seq_8867	0.56243
seq_8868	0.52329
seq_8869	0.27750
seq_8870	0.47336
seq_8871	0.16802
seq_8872	0.55694
seq_8873	0.56084
seq_8874	0.22283
seq_8875	0.77555
seq_8876	0.44000
seq_8877	0.53180
seq_8878	0.55016
seq_8879	0.75864
seq_8880	0.76837
seq_8881	0.39317
seq_8882	0.87231
seq_8883	0.37145
seq_8884	0.94498
seq_8885	0.53683
seq_8886	0.98657
seq_8887	0.82394
seq_8888	0.97569
seq_8889	0.57632
seq_8890	0.40273
seq_8891	0.48089
seq_8892	0.53733
seq_8893	0.84057
seq_8894	0.65752
seq_8895	0.64172
seq_8896	0.88846
seq_8897	0.02096
seq_8898	0.55404
seq_8899	0.65795
seq_8900	0.79931
seq_8901	0.45328
seq_8902	0.16735
seq_8903	0.67501
seq_8904	0.06050
seq_8905	0.43744
seq_8906	0.43812
seq_8907	0.56126
seq_8908	0.21854
seq_8909	0.93275
seq_8910	0.77351
seq_8911	0.06696
seq_8912	0.08462
seq_8913	0.02047
seq_8914	0.77152
seq_8915	0.40856
seq_8916	0.23320
seq_8917	0.13562
seq_8918	0.12757
seq_8919	0.25729
seq_8920	0.43841
seq_8921	0.55156
seq_8922	0.76938
seq_8923	0.95398
seq_8924	0.41878
seq_8925	0.80842
seq_8926	0.11261
seq_8927	0.79305
seq_8928	0.79988
seq_8929	0.03987
seq_8930	0.69868
seq_8931	0.25229
seq_8932	0.00480
seq_8933	0.98776
seq_8934	0.37831
seq_8935	0.14741
seq_8936	0.12256
seq_8937	0.83447
seq_8938	0.23093
seq_8939	0.09234
seq_8940	0.58948
seq_8941	0.24646
seq_8942	0.94499
seq_8943	0.22025
seq_8944	0.47046
seq_8945	0.77092
seq_8946	0.01320
seq_8947	0.16954
seq_8948	0.88735
seq_8949	0.62964
seq_8950	0.48058
seq_8951	0.69727
seq_8952	0.20299
seq_8953	0.33330
seq_8954	0.01555
seq_8955	0.42403
seq_8956	0.50711
seq_8957	0.73567
seq_8958	0.97482
seq_8959	0.17869
seq_8960	0.83519
seq_8961	0.38206
seq_8962	0.73477
seq_8963	0.87599
seq_8964	0.65235
seq_8965	0.36538
seq_8966	0.21555
seq_8967	0.02422
seq_8968	0.65666
seq_8969	0.39360
seq_8970	0.50803
seq_8971	0.65074
seq_8972	0.58737
seq_8973	0.93534
seq_8974	0.02012
seq_8975	0.99527
seq_8976	0.18610
seq_8977	0.99247
seq_8978	0.00927
seq_8979	0.69895
seq_8980	0.30584
seq_8981	0.71358
seq_8982	0.29869
seq_8983	0.08885
seq_8984	0.68806
seq_8985	0.84419
seq_8986	0.39306
seq_8987	0.10122
seq_8988	0.77862
seq_8989	0.63399
seq_8990	0.51981
seq_8991	0.45373
seq_8992	0.58716
seq_8993	0.97066
seq_8994	0.39916
seq_8995	0.47634
seq_8996	0.17909
seq_8997	0.48299
seq_8998	0.71901
seq_8999	0.16753
seq_9000	0.35534
seq_9001	0.41735
seq_9002	0.00549
seq_9003	0.01928
seq_9004	0.03211
seq_9005	0.29228
seq_9006	0.30404
seq_9007	0.39882
seq_9008	0.97966
seq_9009	0.97588
seq_9010	0.64667
seq_9011	0.35501
seq_9012	0.93690
seq_9013	0.05341
seq_9014	0.12472
seq_9015	0.19282
seq_9016	0.63958
seq_9017	0.49048
seq_9018	0.40735
seq_9019	0.84730
seq_9020	0.04413
seq_9021	0.46324
seq_9022	0.16761
seq_9023	0.22724
seq_9024	0.38447
seq_9025	0.92825
seq_9026	0.28050
seq_9027	0.67616
seq_9028	0.39865
