tag	dumb_foreign	dumb_shades
seq_7906	0.52388	0.23165
seq_7907	0.70748	0.86574
seq_7908	0.33022	0.72260
seq_7909	0.35462	0.64207
seq_7910	0.10904	0.11219
seq_7911	0.49644	0.74263
seq_7912	0.08839	0.87886
seq_7913	0.23213	0.95016
seq_7914	0.54433	0.95259
seq_7915	0.57182	0.42535
seq_7916	0.05068	0.53794
seq_7917	0.57864	0.66156
seq_7918	0.62166	0.99648
seq_7919	0.31358	0.77115
seq_7920	0.75161	0.60097
seq_7921	0.72685	0.75355
seq_7922	0.63247	0.94947
seq_7923	0.67084	0.96299
seq_7924	0.25000	0.30004
seq_7925	0.91711	0.04469
seq_7926	0.80641	0.02714
seq_7927	0.60747	0.79348
seq_7928	0.31055	0.08527
seq_7929	0.78209	0.24295
seq_7930	0.28656	0.13382
seq_7931	0.18358	0.83254
seq_7932	0.59435	0.96092
seq_7933	0.11557	0.08461
seq_7934	0.56887	0.01660
seq_7935	0.61690	0.99560
seq_7936	0.21657	0.96216
seq_7937	0.20782	0.24795
seq_7938	0.02797	0.19636
seq_7939	0.05896	0.79461
seq_7940	0.88252	0.80789
seq_7941	0.28538	0.76514
seq_7942	0.19658	0.43340
seq_7943	0.51318	0.61778
seq_7944	0.72921	0.54166
seq_7945	0.28077	0.41888
seq_7946	0.28361	0.03934
seq_7947	0.65361	0.89538
seq_7948	0.93894	0.92452
seq_7949	0.76370	0.89119
seq_7950	0.54099	0.98808
seq_7951	0.96337	0.19324
seq_7952	0.65626	0.35074
seq_7953	0.68340	0.63273
seq_7954	0.16873	0.69402
seq_7955	0.85957	0.89002
seq_7956	0.41659	0.62806
seq_7957	0.08947	0.17758
seq_7958	0.92462	0.01841
seq_7959	0.65900	0.52311
seq_7960	0.50861	0.57697
seq_7961	0.05148	0.33650
seq_7962	0.58835	0.60666
seq_7963	0.99051	0.90090
seq_7964	0.75565	0.82522
seq_7965	0.21736	0.03000
seq_7966	0.96932	0.08631
seq_7967	0.32157	0.76165
seq_7968	0.49392	0.62081
seq_7969	0.21223	0.80120
seq_7970	0.02334	0.55719
seq_7971	0.86888	0.50770
seq_7972	0.51668	0.94995
seq_7973	0.86792	0.30378
seq_7974	0.10606	0.30033
seq_7975	0.52172	0.62508
seq_7976	0.25009	0.25873
seq_7977	0.84781	0.90298
seq_7978	0.24626	0.43198
seq_7979	0.12253	0.04494
seq_7980	0.24084	0.77547
seq_7981	0.03090	0.78047
seq_7982	0.65541	0.09353
seq_7983	0.07197	0.15105
seq_7984	0.49388	0.17391
seq_7985	0.67501	0.87395
seq_7986	0.28834	0.63194
seq_7987	0.09008	0.30010
seq_7988	0.24592	0.75188
seq_7989	0.38369	0.88761
seq_7990	0.94719	0.41787
seq_7991	0.19412	0.78630
seq_7992	0.18396	0.90729
seq_7993	0.99385	0.57621
seq_7994	0.88783	0.72757
seq_7995	0.88725	0.81013
seq_7996	0.48592	0.68392
seq_7997	0.21944	0.12226
seq_7998	0.77520	0.10709
seq_7999	0.79630	0.49952
seq_8000	0.85261	0.24218
seq_8001	0.25117	0.80314
seq_8002	0.00942	0.25262
seq_8003	0.04177	0.95450
seq_8004	0.20099	0.62055
seq_8005	0.84608	0.25450
seq_8006	0.53324	0.06173
seq_8007	0.86777	0.84038
seq_8008	0.80206	0.07171
seq_8009	0.65467	0.71834
seq_8010	0.37122	0.23174
seq_8011	0.54049	0.93241
seq_8012	0.01291	0.79550
seq_8013	0.72858	0.62664
seq_8014	0.96168	0.64807
seq_8015	0.71944	0.92000
seq_8016	0.55505	0.30581
seq_8017	0.23303	0.46219
seq_8018	0.73582	0.57583
seq_8019	0.93649	0.49578
seq_8020	0.03146	0.76222
seq_8021	0.16035	0.97001
seq_8022	0.39269	0.41459
seq_8023	0.08841	0.91555
seq_8024	0.27709	0.13731
seq_8025	0.71638	0.35940
seq_8026	0.09963	0.08045
seq_8027	0.45130	0.40327
seq_8028	0.35210	0.46738
seq_8029	0.39802	0.13618
seq_8030	0.18724	0.40086
seq_8031	0.98553	0.94915
seq_8032	0.29002	0.65570
seq_8033	0.30686	0.87123
seq_8034	0.10334	0.64948
seq_8035	0.10146	0.07887
seq_8036	0.49807	0.64660
seq_8037	0.60934	0.94436
seq_8038	0.10719	0.93611
seq_8039	0.23268	0.50937
seq_8040	0.55726	0.58551
seq_8041	0.47655	0.26395
seq_8042	0.87667	0.01358
seq_8043	0.54043	0.54517
seq_8044	0.10515	0.48543
seq_8045	0.98793	0.65472
seq_8046	0.60589	0.65798
seq_8047	0.69489	0.80518
seq_8048	0.77872	0.75433
seq_8049	0.74960	0.13770
seq_8050	0.08342	0.10719
seq_8051	0.78202	0.68584
seq_8052	0.78599	0.50282
seq_8053	0.82786	0.03723
seq_8054	0.85092	0.29305
seq_8055	0.80746	0.73373
seq_8056	0.25541	0.98779
seq_8057	0.45362	0.41272
seq_8058	0.27443	0.07589
seq_8059	0.75192	0.58310
seq_8060	0.24695	0.72066
seq_8061	0.63217	0.06819
seq_8062	0.95196	0.43655
seq_8063	0.79130	0.53493
seq_8064	0.00903	0.84167
seq_8065	0.05672	0.97574
seq_8066	0.73923	0.29382
seq_8067	0.04012	0.91886
seq_8068	0.63365	0.85292
seq_8069	0.33731	0.60705
seq_8070	0.55173	0.79102
seq_8071	0.42165	0.48468
seq_8072	0.64816	0.80996
seq_8073	0.23715	0.68395
seq_8074	0.32268	0.78787
seq_8075	0.70105	0.25100
seq_8076	0.18035	0.59516
seq_8077	0.42087	0.32479
seq_8078	0.72377	0.03587
seq_8079	0.44160	0.21301
seq_8080	0.54128	0.65736
seq_8081	0.80651	0.74653
seq_8082	0.63303	0.17077
seq_8083	0.80293	0.04775
seq_8084	0.13509	0.87731
seq_8085	0.77492	0.83352
seq_8086	0.69958	0.43114
seq_8087	0.83931	0.68764
seq_8088	0.46299	0.58677
seq_8089	0.37469	0.51872
seq_8090	0.59955	0.90218
seq_8091	0.61379	0.34114
seq_8092	0.34435	0.47964
seq_8093	0.16141	0.93012
seq_8094	0.26871	0.04587
seq_8095	0.04715	0.90551
seq_8096	0.81359	0.74068
seq_8097	0.91171	0.07592
seq_8098	0.55304	0.17857
seq_8099	0.98808	0.66117
seq_8100	0.16368	0.85583
seq_8101	0.26521	0.46822
seq_8102	0.39430	0.79767
seq_8103	0.74902	0.12920
seq_8104	0.95643	0.66797
seq_8105	0.56260	0.35857
seq_8106	0.64448	0.55311
seq_8107	0.38439	0.28793
seq_8108	0.76775	0.92334
seq_8109	0.55906	0.33886
seq_8110	0.85653	0.67465
seq_8111	0.25401	0.10677
seq_8112	0.85433	0.72092
seq_8113	0.74435	0.32091
seq_8114	0.82514	0.33350
seq_8115	0.36757	0.04523
seq_8116	0.79381	0.29708
seq_8117	0.19300	0.04602
seq_8118	0.41324	0.94264
seq_8119	0.36768	0.12030
seq_8120	0.37364	0.03105
seq_8121	0.40577	0.24255
seq_8122	0.43474	0.91226
seq_8123	0.43161	0.99356
seq_8124	0.73542	0.97318
seq_8125	0.61879	0.05245
seq_8126	0.52149	0.84823
seq_8127	0.66626	0.04774
seq_8128	0.06378	0.72844
seq_8129	0.28820	0.85300
seq_8130	0.93188	0.71529
seq_8131	0.75471	0.54207
seq_8132	0.87000	0.08257
seq_8133	0.34786	0.70476
seq_8134	0.59249	0.42163
seq_8135	0.54544	0.20011
seq_8136	0.62648	0.95252
seq_8137	0.34425	0.84221
seq_8138	0.94296	0.04815
seq_8139	0.16091	0.51468
seq_8140	0.15767	0.01938
seq_8141	0.64219	0.08245
seq_8142	0.74038	0.94557
seq_8143	0.47130	0.19548
seq_8144	0.72610	0.21790
seq_8145	0.81165	0.28333
seq_8146	0.28019	0.83597
seq_8147	0.18759	0.66519
seq_8148	0.19123	0.30133
seq_8149	0.51629	0.91233
seq_8150	0.39405	0.34628
seq_8151	0.06893	0.50848
seq_8152	0.77678	0.15281
seq_8153	0.55050	0.31292
seq_8154	0.58585	0.69094
seq_8155	0.12734	0.28310
seq_8156	0.24048	0.80247
seq_8157	0.57025	0.45022
seq_8158	0.16657	0.38778
seq_8159	0.28528	0.43683
seq_8160	0.36408	0.14848
seq_8161	0.68592	0.78596
seq_8162	0.72218	0.65163
seq_8163	0.45150	0.10467
seq_8164	0.92988	0.52982
seq_8165	0.75722	0.47879
seq_8166	0.22195	0.18050
seq_8167	0.73723	0.91838
seq_8168	0.51522	0.15752
seq_8169	0.42747	0.63888
seq_8170	0.30206	0.69855
seq_8171	0.74664	0.92221
seq_8172	0.16836	0.10019
seq_8173	0.91055	0.44254
seq_8174	0.73223	0.63992
seq_8175	0.06545	0.31261
seq_8176	0.46110	0.22375
seq_8177	0.85666	0.83705
seq_8178	0.14966	0.22205
seq_8179	0.14077	0.78703
seq_8180	0.48498	0.19091
seq_8181	0.83969	0.55024
seq_8182	0.41954	0.82341
seq_8183	0.90057	0.75405
seq_8184	0.50158	0.20644
seq_8185	0.81613	0.31241
seq_8186	0.68674	0.84927
seq_8187	0.86519	0.02720
seq_8188	0.72474	0.70833
seq_8189	0.05622	0.64656
seq_8190	0.70790	0.26238
seq_8191	0.45101	0.70601
seq_8192	0.11210	0.39624
seq_8193	0.34765	0.41339
seq_8194	0.14907	0.15555
seq_8195	0.66132	0.65582
seq_8196	0.85154	0.34168
seq_8197	0.62342	0.73233
seq_8198	0.93860	0.55807
seq_8199	0.68023	0.35248
seq_8200	0.20696	0.55333
seq_8201	0.98555	0.90763
seq_8202	0.64864	0.82829
seq_8203	0.95168	0.18614
seq_8204	0.47761	0.15469
seq_8205	0.03107	0.91956
seq_8206	0.42548	0.61074
seq_8207	0.86438	0.75473
seq_8208	0.21809	0.60518
seq_8209	0.04049	0.36143
seq_8210	0.66392	0.55811
seq_8211	0.71097	0.17296
seq_8212	0.17935	0.41993
seq_8213	0.14749	0.94560
seq_8214	0.39521	0.14482
seq_8215	0.50882	0.76713
seq_8216	0.33227	0.42409
seq_8217	0.52214	0.03763
seq_8218	0.23283	0.80065
seq_8219	0.03306	0.53207
seq_8220	0.80080	0.44893
seq_8221	0.47963	0.79406
seq_8222	0.89071	0.39663
seq_8223	0.80101	0.83095
seq_8224	0.61249	0.34488
seq_8225	0.12693	0.98687
seq_8226	0.42988	0.50705
seq_8227	0.18306	0.00035
seq_8228	0.60530	0.68486
seq_8229	0.24660	0.28293
seq_8230	0.46941	0.78318
seq_8231	0.25078	0.60597
seq_8232	0.17361	0.87263
seq_8233	0.98437	0.10647
seq_8234	0.09791	0.83590
seq_8235	0.81290	0.13431
seq_8236	0.68667	0.96431
seq_8237	0.50502	0.53273
seq_8238	0.63526	0.26589
seq_8239	0.67311	0.60355
seq_8240	0.89922	0.17406
seq_8241	0.47471	0.03382
seq_8242	0.94808	0.14587
seq_8243	0.83060	0.90748
seq_8244	0.70729	0.89312
seq_8245	0.66243	0.42400
seq_8246	0.90708	0.14709
seq_8247	0.33122	0.14534
seq_8248	0.99120	0.13450
seq_8249	0.81256	0.00244
seq_8250	0.53685	0.83885
seq_8251	0.05839	0.98386
seq_8252	0.93000	0.55577
seq_8253	0.66749	0.24605
seq_8254	0.35448	0.62223
seq_8255	0.46616	0.74784
seq_8256	0.64521	0.47952
seq_8257	0.96097	0.89832
seq_8258	0.63243	0.35891
seq_8259	0.12179	0.04061
seq_8260	0.89603	0.76132
seq_8261	0.95598	0.51792
seq_8262	0.05862	0.82066
seq_8263	0.90784	0.04042
seq_8264	0.83418	0.24330
seq_8265	0.38732	0.35395
seq_8266	0.58704	0.35199
seq_8267	0.38422	0.49592
seq_8268	0.26682	0.01429
seq_8269	0.61998	0.52173
seq_8270	0.31581	0.68589
seq_8271	0.03748	0.20801
seq_8272	0.91143	0.50289
seq_8273	0.51930	0.29718
seq_8274	0.91423	0.46490
seq_8275	0.27917	0.07965
seq_8276	0.74612	0.11334
seq_8277	0.18115	0.81812
seq_8278	0.87753	0.16345
seq_8279	0.75391	0.13804
seq_8280	0.11582	0.09857
seq_8281	0.18224	0.67468
seq_8282	0.76271	0.64974
seq_8283	0.74467	0.42756
seq_8284	0.23579	0.51486
seq_8285	0.87206	0.59418
seq_8286	0.98678	0.40628
seq_8287	0.40836	0.74333
seq_8288	0.49724	0.54488
seq_8289	0.08202	0.27071
seq_8290	0.72215	0.72899
seq_8291	0.06756	0.89959
seq_8292	0.84275	0.11514
seq_8293	0.77639	0.91073
seq_8294	0.84603	0.56246
seq_8295	0.52155	0.24407
seq_8296	0.45280	0.92200
seq_8297	0.30874	0.94971
seq_8298	0.95911	0.23203
seq_8299	0.33485	0.28730
seq_8300	0.48119	0.28963
seq_8301	0.71685	0.08895
seq_8302	0.25951	0.10911
seq_8303	0.28195	0.09926
seq_8304	0.96496	0.63766
seq_8305	0.74838	0.22099
seq_8306	0.81829	0.90810
seq_8307	0.15756	0.12815
seq_8308	0.56642	0.77179
seq_8309	0.06404	0.81726
seq_8310	0.15159	0.06414
seq_8311	0.61733	0.84003
seq_8312	0.88792	0.08334
seq_8313	0.47153	0.83525
seq_8314	0.22575	0.60417
seq_8315	0.92774	0.33321
seq_8316	0.89670	0.08032
seq_8317	0.75109	0.34185
seq_8318	0.96837	0.79092
seq_8319	0.99438	0.79714
seq_8320	0.39367	0.32697
seq_8321	0.65911	0.36237
seq_8322	0.43883	0.76706
seq_8323	0.64765	0.36524
seq_8324	0.25556	0.56154
seq_8325	0.25334	0.36416
seq_8326	0.86053	0.00636
seq_8327	0.82967	0.61640
seq_8328	0.48626	0.17513
seq_8329	0.09952	0.63378
seq_8330	0.12978	0.49625
seq_8331	0.92749	0.72488
seq_8332	0.28389	0.08737
seq_8333	0.47180	0.58713
seq_8334	0.61816	0.06481
seq_8335	0.74011	0.81731
seq_8336	0.23595	0.88133
seq_8337	0.74767	0.09682
seq_8338	0.77342	0.37554
seq_8339	0.51395	0.60219
seq_8340	0.41444	0.50393
seq_8341	0.66918	0.38343
seq_8342	0.18889	0.61028
seq_8343	0.01167	0.97282
seq_8344	0.14211	0.08809
seq_8345	0.67053	0.07818
seq_8346	0.96743	0.93862
seq_8347	0.06528	0.88416
seq_8348	0.16866	0.09024
seq_8349	0.42924	0.15879
seq_8350	0.20545	0.13335
seq_8351	0.68774	0.65965
seq_8352	0.82402	0.41546
seq_8353	0.64449	0.15884
seq_8354	0.06276	0.09301
seq_8355	0.92930	0.04811
seq_8356	0.29870	0.46066
seq_8357	0.61165	0.50898
seq_8358	0.23166	0.19016
seq_8359	0.33295	0.38800
seq_8360	0.45898	0.01555
seq_8361	0.60642	0.34302
seq_8362	0.05521	0.67370
seq_8363	0.26611	0.37780
seq_8364	0.96256	0.02799
seq_8365	0.84054	0.25317
seq_8366	0.77865	0.77984
seq_8367	0.80862	0.74734
seq_8368	0.42572	0.99525
seq_8369	0.36246	0.42249
seq_8370	0.14852	0.31298
seq_8371	0.04427	0.99092
seq_8372	0.48671	0.59716
seq_8373	0.61985	0.71746
seq_8374	0.20689	0.47839
seq_8375	0.06466	0.61383
seq_8376	0.51363	0.45042
seq_8377	0.53815	0.19238
seq_8378	0.64907	0.00418
seq_8379	0.12450	0.50781
seq_8380	0.88516	0.12447
seq_8381	0.00753	0.98598
seq_8382	0.22944	0.67431
seq_8383	0.61950	0.39253
seq_8384	0.42406	0.19285
seq_8385	0.44286	0.54745
seq_8386	0.22078	0.86461
seq_8387	0.52528	0.70573
seq_8388	0.08833	0.01541
seq_8389	0.42882	0.46220
seq_8390	0.00678	0.34430
seq_8391	0.13664	0.30098
seq_8392	0.11927	0.13669
seq_8393	0.69666	0.10091
seq_8394	0.13632	0.83990
seq_8395	0.03861	0.79908
seq_8396	0.91446	0.07445
seq_8397	0.17582	0.64459
seq_8398	0.36904	0.03472
seq_8399	0.94463	0.12410
seq_8400	0.33388	0.24950
seq_8401	0.14495	0.36566
seq_8402	0.58929	0.51933
seq_8403	0.27315	0.27345
seq_8404	0.50142	0.58064
seq_8405	0.07084	0.65430
seq_8406	0.21275	0.46564
seq_8407	0.69865	0.00505
seq_8408	0.63859	0.71157
seq_8409	0.16705	0.94927
seq_8410	0.13096	0.82719
seq_8411	0.37245	0.28490
seq_8412	0.95979	0.82962
seq_8413	0.97724	0.01822
seq_8414	0.53248	0.79081
seq_8415	0.27930	0.99635
seq_8416	0.84838	0.02272
seq_8417	0.36436	0.88827
seq_8418	0.06022	0.41131
seq_8419	0.23528	0.76796
seq_8420	0.46703	0.65698
seq_8421	0.23813	0.62885
seq_8422	0.41974	0.94615
seq_8423	0.25602	0.55940
seq_8424	0.04720	0.67259
seq_8425	0.66550	0.14107
seq_8426	0.70279	0.35622
seq_8427	0.74497	0.50886
seq_8428	0.91435	0.58824
seq_8429	0.51171	0.00487
seq_8430	0.32423	0.18926
seq_8431	0.71539	0.07144
seq_8432	0.38180	0.54795
seq_8433	0.21748	0.81192
seq_8434	0.84834	0.63454
seq_8435	0.44195	0.54774
seq_8436	0.45336	0.93706
seq_8437	0.86283	0.48052
seq_8438	0.72937	0.74215
seq_8439	0.69537	0.24373
seq_8440	0.55566	0.65044
seq_8441	0.19261	0.35342
seq_8442	0.71912	0.21683
seq_8443	0.78153	0.69262
seq_8444	0.70057	0.23199
seq_8445	0.01431	0.26538
seq_8446	0.23335	0.87891
seq_8447	0.85234	0.31275
seq_8448	0.28969	0.97174
seq_8449	0.51594	0.38045
seq_8450	0.09721	0.58793
seq_8451	0.01544	0.07355
seq_8452	0.67135	0.35639
seq_8453	0.21012	0.30141
seq_8454	0.48231	0.67054
seq_8455	0.62113	0.73280
seq_8456	0.26028	0.48537
seq_8457	0.45239	0.92797
seq_8458	0.10348	0.10376
seq_8459	0.01151	0.23033
seq_8460	0.73725	0.57054
seq_8461	0.72537	0.91663
seq_8462	0.28115	0.53428
seq_8463	0.00766	0.87828
seq_8464	0.43695	0.72905
seq_8465	0.49159	0.16582
seq_8466	0.61166	0.32041
seq_8467	0.97055	0.20169
seq_8468	0.70685	0.62321
seq_8469	0.29405	0.41940
seq_8470	0.10861	0.72677
seq_8471	0.31616	0.88276
seq_8472	0.01769	0.71101
seq_8473	0.05124	0.44302
seq_8474	0.10490	0.42869
seq_8475	0.53542	0.55088
seq_8476	0.21577	0.91604
seq_8477	0.08628	0.39373
seq_8478	0.28010	0.59047
seq_8479	0.28936	0.88366
seq_8480	0.85355	0.02372
seq_8481	0.43904	0.25401
seq_8482	0.94659	0.39825
seq_8483	0.95904	0.47197
seq_8484	0.36796	0.56460
seq_8485	0.47166	0.32516
seq_8486	0.92592	0.48104
seq_8487	0.36053	0.70832
seq_8488	0.32079	0.69875
seq_8489	0.25623	0.18377
seq_8490	0.27074	0.64176
seq_8491	0.52580	0.41335
seq_8492	0.96500	0.68585
seq_8493	0.98349	0.43252
seq_8494	0.68539	0.45584
seq_8495	0.22955	0.02034
seq_8496	0.81168	0.14833
seq_8497	0.02328	0.70400
seq_8498	0.24210	0.43982
seq_8499	0.36911	0.09096
seq_8500	0.44979	0.55378
seq_8501	0.34713	0.42187
seq_8502	0.47070	0.10559
seq_8503	0.29723	0.81504
seq_8504	0.79927	0.71141
seq_8505	0.23737	0.43460
seq_8506	0.61199	0.98584
seq_8507	0.87407	0.25546
seq_8508	0.72205	0.26700
seq_8509	0.39353	0.16194
seq_8510	0.18986	0.56127
seq_8511	0.38126	0.72014
seq_8512	0.14891	0.96739
seq_8513	0.61244	0.84103
seq_8514	0.92025	0.48280
seq_8515	0.81260	0.43994
seq_8516	0.17372	0.95170
seq_8517	0.11069	0.18322
seq_8518	0.05739	0.09681
seq_8519	0.23189	0.24418
seq_8520	0.57008	0.97387
seq_8521	0.88089	0.75832
seq_8522	0.59672	0.35383
seq_8523	0.94131	0.91061
seq_8524	0.91085	0.05943
seq_8525	0.22647	0.52339
seq_8526	0.96508	0.22525
seq_8527	0.35230	0.86183
seq_8528	0.08769	0.76586
seq_8529	0.67904	0.32004
seq_8530	0.08020	0.01507
seq_8531	0.23862	0.51182
seq_8532	0.39855	0.24726
seq_8533	0.79212	0.82961
seq_8534	0.38864	0.27725
seq_8535	0.45675	0.58421
seq_8536	0.07655	0.61322
seq_8537	0.04713	0.30916
seq_8538	0.51655	0.71127
seq_8539	0.16058	0.00285
seq_8540	0.19833	0.13283
seq_8541	0.80333	0.88938
seq_8542	0.74329	0.16874
seq_8543	0.41049	0.77789
seq_8544	0.81027	0.23815
seq_8545	0.12874	0.08349
seq_8546	0.00690	0.35571
seq_8547	0.34528	0.72424
seq_8548	0.73198	0.48537
seq_8549	0.08980	0.72084
seq_8550	0.95239	0.79711
seq_8551	0.69435	0.09072
seq_8552	0.62063	0.30728
seq_8553	0.54004	0.08149
seq_8554	0.32950	0.93167
seq_8555	0.34796	0.80521
seq_8556	0.65042	0.11379
seq_8557	0.22912	0.82750
seq_8558	0.51903	0.61254
seq_8559	0.89019	0.52170
seq_8560	0.25308	0.24271
seq_8561	0.15580	0.56998
seq_8562	0.76775	0.67255
seq_8563	0.18299	0.36194
seq_8564	0.09962	0.27193
seq_8565	0.61214	0.71617
seq_8566	0.20201	0.04006
seq_8567	0.73975	0.97195
seq_8568	0.91471	0.98262
seq_8569	0.80143	0.28857
seq_8570	0.08553	0.51969
seq_8571	0.88757	0.36432
seq_8572	0.56437	0.72617
seq_8573	0.43109	0.97826
seq_8574	0.79188	0.91045
seq_8575	0.84203	0.81885
seq_8576	0.46954	0.74944
seq_8577	0.31181	0.32594
seq_8578	0.24704	0.04748
seq_8579	0.27119	0.01350
seq_8580	0.04954	0.93727
seq_8581	0.35097	0.67671
seq_8582	0.95219	0.99210
seq_8583	0.97388	0.41934
seq_8584	0.51714	0.36423
seq_8585	0.26452	0.82182
seq_8586	0.94688	0.80448
seq_8587	0.94802	0.99974
seq_8588	0.84584	0.41711
seq_8589	0.60979	0.96916
seq_8590	0.91328	0.48991
seq_8591	0.41130	0.18751
seq_8592	0.15825	0.96349
seq_8593	0.06918	0.69105
seq_8594	0.04594	0.72840
seq_8595	0.45623	0.19630
seq_8596	0.52339	0.55393
seq_8597	0.33552	0.19580
seq_8598	0.51026	0.68809
seq_8599	0.79380	0.02606
seq_8600	0.42640	0.11055
seq_8601	0.06711	0.34305
seq_8602	0.81132	0.18184
seq_8603	0.70677	0.62487
seq_8604	0.06109	0.81214
seq_8605	0.99285	0.89480
seq_8606	0.54722	0.89866
seq_8607	0.10884	0.39923
seq_8608	0.07362	0.86377
seq_8609	0.85679	0.46818
seq_8610	0.77103	0.23159
seq_8611	0.00944	0.98295
seq_8612	0.09095	0.22995
seq_8613	0.20509	0.25823
seq_8614	0.87993	0.63870
seq_8615	0.32294	0.34248
seq_8616	0.48954	0.59692
seq_8617	0.19681	0.05984
seq_8618	0.89709	0.64104
seq_8619	0.94052	0.94840
seq_8620	0.70851	0.03886
seq_8621	0.66778	0.35098
seq_8622	0.54747	0.24914
seq_8623	0.54336	0.41317
seq_8624	0.89779	0.88689
seq_8625	0.10682	0.92684
seq_8626	0.48886	0.00897
seq_8627	0.69342	0.36814
seq_8628	0.54270	0.54144
seq_8629	0.43284	0.84878
seq_8630	0.62569	0.44922
seq_8631	0.98691	0.78084
seq_8632	0.11586	0.66801
seq_8633	0.93020	0.53803
seq_8634	0.57414	0.39841
seq_8635	0.96176	0.50896
seq_8636	0.40848	0.08189
seq_8637	0.01460	0.81720
seq_8638	0.46316	0.82190
seq_8639	0.54028	0.83752
seq_8640	0.13296	0.24828
seq_8641	0.49427	0.87200
seq_8642	0.95936	0.65674
seq_8643	0.44221	0.71321
seq_8644	0.26033	0.22140
seq_8645	0.03644	0.85921
seq_8646	0.13437	0.12557
seq_8647	0.01526	0.55457
seq_8648	0.65225	0.49286
seq_8649	0.30795	0.48195
seq_8650	0.25729	0.82853
seq_8651	0.02151	0.33999
seq_8652	0.11399	0.80016
seq_8653	0.50732	0.81723
seq_8654	0.33053	0.17348
seq_8655	0.70176	0.91688
seq_8656	0.09882	0.10517
seq_8657	0.70656	0.52507
seq_8658	0.64551	0.01183
seq_8659	0.42621	0.69256
seq_8660	0.07291	0.80128
seq_8661	0.81882	0.80595
seq_8662	0.96890	0.30658
seq_8663	0.69831	0.42442
seq_8664	0.03709	0.84921
seq_8665	0.30621	0.53369
seq_8666	0.94001	0.01994
seq_8667	0.16090	0.40513
seq_8668	0.79657	0.98594
seq_8669	0.55154	0.41804
seq_8670	0.10472	0.18542
seq_8671	0.31519	0.13844
seq_8672	0.28489	0.51995
seq_8673	0.98670	0.19015
seq_8674	0.49541	0.68402
seq_8675	0.05867	0.33521
seq_8676	0.01018	0.19833
seq_8677	0.59158	0.95474
seq_8678	0.04466	0.33458
seq_8679	0.29476	0.84220
seq_8680	0.80197	0.05169
seq_8681	0.40294	0.87543
seq_8682	0.37527	0.83858
seq_8683	0.85950	0.30592
seq_8684	0.55881	0.05589
seq_8685	0.73638	0.24582
seq_8686	0.38697	0.62653
seq_8687	0.39427	0.76086
seq_8688	0.81177	0.07202
seq_8689	0.52689	0.98831
seq_8690	0.81217	0.59192
seq_8691	0.85322	0.69608
seq_8692	0.23376	0.08988
seq_8693	0.04881	0.16106
seq_8694	0.00476	0.61682
seq_8695	0.15867	0.39096
seq_8696	0.09451	0.86583
seq_8697	0.48734	0.74565
seq_8698	0.90613	0.30326
seq_8699	0.23444	0.25313
seq_8700	0.55524	0.50015
seq_8701	0.94661	0.89706
seq_8702	0.46658	0.10533
seq_8703	0.98899	0.21740
seq_8704	0.73496	0.08348
seq_8705	0.95087	0.37625
seq_8706	0.92133	0.92388
seq_8707	0.69297	0.68541
seq_8708	0.02550	0.10383
seq_8709	0.98328	0.42320
seq_8710	0.91683	0.86769
seq_8711	0.75435	0.49212
seq_8712	0.81698	0.62936
seq_8713	0.33815	0.91491
seq_8714	0.44675	0.38998
seq_8715	0.59784	0.99562
seq_8716	0.47100	0.87339
seq_8717	0.78652	0.40014
seq_8718	0.78775	0.91954
seq_8719	0.01826	0.41466
seq_8720	0.88335	0.31032
seq_8721	0.93454	0.54179
seq_8722	0.53649	0.61899
seq_8723	0.76923	0.82361
seq_8724	0.53729	0.10092
seq_8725	0.76845	0.32803
seq_8726	0.13329	0.16114
seq_8727	0.51847	0.20482
seq_8728	0.34904	0.46340
seq_8729	0.08217	0.26557
seq_8730	0.52827	0.83568
seq_8731	0.51473	0.24538
seq_8732	0.66267	0.15929
seq_8733	0.83632	0.73193
seq_8734	0.20592	0.68738
seq_8735	0.44604	0.72342
seq_8736	0.52989	0.30501
seq_8737	0.85463	0.23204
seq_8738	0.00390	0.46358
seq_8739	0.52664	0.18774
seq_8740	0.60478	0.06951
seq_8741	0.87222	0.54016
seq_8742	0.21097	0.30625
seq_8743	0.36159	0.81231
seq_8744	0.01553	0.88534
seq_8745	0.35850	0.33276
seq_8746	0.59273	0.89232
seq_8747	0.68751	0.26971
seq_8748	0.93490	0.85533
seq_8749	0.50339	0.46443
seq_8750	0.49639	0.88968
seq_8751	0.28108	0.94757
seq_8752	0.33907	0.27733
seq_8753	0.10510	0.64470
seq_8754	0.50944	0.05735
seq_8755	0.27468	0.83909
seq_8756	0.43093	0.10699
seq_8757	0.09401	0.85425
seq_8758	0.04818	0.12579
seq_8759	0.29651	0.83607
seq_8760	0.04853	0.66155
seq_8761	0.40713	0.97365
seq_8762	0.91817	0.32968
seq_8763	0.74542	0.99608
seq_8764	0.35074	0.50229
seq_8765	0.29081	0.77980
seq_8766	0.64057	0.42272
seq_8767	0.76595	0.78147
seq_8768	0.45249	0.95656
seq_8769	0.11248	0.94938
seq_8770	0.69182	0.60410
seq_8771	0.54385	0.35928
seq_8772	0.42041	0.51134
seq_8773	0.31626	0.91901
seq_8774	0.31028	0.14835
seq_8775	0.28718	0.27053
seq_8776	0.63810	0.47085
seq_8777	0.11266	0.43101
seq_8778	0.05620	0.86300
